Sensitivity_Type,Scenario,Shock,District,Predicted_Average_Price_Growth,Predicted_Median_Price_Growth,Average_Growth_Change,Median_Growth_Change
Income_only,-5%,-0.05,KENSINGTON AND CHELSEA,-0.003101328559555187,-0.034918638721556254,0.003526639636878746,-0.0002625070382213032
Income_only,-5%,-0.05,KINGSTON UPON THAMES,-0.020611697734061032,0.01720911575690607,0.0030142226757019566,0.00807268534440175
Income_only,-5%,-0.05,LAMBETH,-0.013512994546674722,0.0065226599158608005,0.002906888548592097,0.012766151812328442
Income_only,-5%,-0.05,LEWISHAM,0.0003986493364575628,0.01006673115761684,0.0025624665554433257,0.00040119721909028135
Income_only,-5%,-0.05,MERTON,-0.01835403694905042,0.012220358001615193,0.0027317938082159036,3.0948386521467e-05
Income_only,-5%,-0.05,NEWHAM,0.028290755299705504,0.031188349463091982,0.002201843332072871,0.005782691689124261
Income_only,-5%,-0.05,REDBRIDGE,0.010989219030408165,0.02266322373502695,0.002351650368168392,0.0010687733828445845
Income_only,-5%,-0.05,RICHMOND UPON THAMES,0.009127915361627588,-0.030306464323050175,0.003584937559929377,-0.00026250703822132404
Income_only,-5%,-0.05,SOUTHWARK,0.023186265191419177,-0.0030465037650989554,0.0028266298998975113,0.003717118953368158
Income_only,-5%,-0.05,SUTTON,0.039887000140057985,0.02825852540465484,0.0025125134436764507,0.000541027889175056
Income_only,-5%,-0.05,TOWER HAMLETS,-0.032211434842809056,0.005594185347015008,0.0028669349716654996,0.013020502150269628
Income_only,-5%,-0.05,WALTHAM FOREST,0.02282682200320479,0.02131706230350179,0.0025019099290387557,0.00041299233880180697
Income_only,-5%,-0.05,WANDSWORTH,-0.008090651164848845,-0.015018347639984568,0.003149726135694293,0.009275552445937056
Both,-5%,-0.05,BARKING AND DAGENHAM,0.029016449291632922,0.04677469430945474,0.004101839231389012,0.001135021747064223
Both,-5%,-0.05,BARNET,-0.0015087305274996223,0.008123750727115379,0.006570989022748263,-0.00014686454353234416
Both,-5%,-0.05,BEXLEY,0.02108503178646165,0.025164520739159982,0.005002736666392747,0.005989249328505135
Both,-5%,-0.05,BRENT,0.005724555080408408,0.022061540232242494,0.005505199458270374,0.006903003881478334
Both,-5%,-0.05,BROMLEY,0.012837398850758677,0.023227073374488864,0.00634798402159489,0.0027205203295627978
Both,-5%,-0.05,CAMDEN,-0.0009580642050373233,-0.009127403239192993,0.005296456562047325,0.01918601311048484
Both,-5%,-0.05,CITY OF LONDON,0.024391447296002733,-0.029827067986726588,0.00540795803213618,0.0
Both,-5%,-0.05,CITY OF WESTMINSTER,-0.055995839764945966,-0.03680871819877316,0.005461517329859944,0.006091006161803358
Both,-5%,-0.05,CROYDON,0.03600508328569555,0.02607123102342988,0.006443769263073218,0.0023714540511610947
Both,-5%,-0.05,EALING,0.012069608219135082,0.01997591959117133,0.005985776463837323,0.002583575172189826
Both,-5%,-0.05,ENFIELD,0.040773740347108504,0.023416013604549587,0.005222237900334714,0.0021726934741512563
Both,-5%,-0.05,GREENWICH,-0.0007279580536320713,0.01087589988063173,0.005672975070158966,0.00042217613071688156
Both,-5%,-0.05,HACKNEY,-0.0003344878592424702,0.004443870937780051,0.0050584458028115915,0.003021181179303563
Both,-5%,-0.05,HAMMERSMITH AND FULHAM,-0.016097718260153732,0.013254320244691463,0.004985507496414746,0.03329338519062299
Both,-5%,-0.05,HARINGEY,0.03635488641567607,0.012566286516290421,0.00506635628711289,0.0010256271594930883
Both,-5%,-0.05,HARROW,0.0032627371759508367,0.013242696595743736,0.00514004245832687,0.0008235159714636946
Both,-5%,-0.05,HAVERING,0.024027161167253216,0.02675593027599966,0.005041647592259762,0.0047822527538913875
Both,-5%,-0.05,HILLINGDON,0.008890811113798077,0.020183936924598845,0.0057007498576517445,0.0005579922105848623
Both,-5%,-0.05,HOUNSLOW,-3.6764134633207254e-05,0.021073885749402,0.005199367604104563,0.0030842553281717894
Both,-5%,-0.05,ISLINGTON,0.008769901000935096,0.005018516967533287,0.005144251118039048,0.02333170711899675
Both,-5%,-0.05,KENSINGTON AND CHELSEA,-0.001789918177263455,-0.034524844231489396,0.004838050019170478,0.0001312874518455548
Both,-5%,-0.05,KINGSTON UPON THAMES,-0.019003146314302628,0.017361960065052168,0.0046227740954603615,0.00822552965254785
Both,-5%,-0.05,LAMBETH,-0.01017742969601334,0.007447566504821735,0.006242453399253478,0.013691058401289376
Both,-5%,-0.05,LEWISHAM,0.0032493615710535288,0.010075193523721725,0.005413178790039292,0.00040965958519516635
Both,-5%,-0.05,MERTON,-0.01604364037081495,0.012448115597740091,0.005042190386451373,0.0002587059826463633
Both,-5%,-0.05,NEWHAM,0.031547245701489014,0.031516711396910084,0.005458333733856381,0.006111053622942363
Both,-5%,-0.05,REDBRIDGE,0.0138932814275737,0.022663223735026952,0.005255712765333927,0.001068773382844588
Both,-5%,-0.05,RICHMOND UPON THAMES,0.01108324283808818,-0.02179880770618094,0.00554026503638997,0.008245149578647911
Both,-5%,-0.05,SOUTHWARK,0.02627001023182644,-0.0031563724471132524,0.0059103749403047745,0.0036072502713538593
Both,-5%,-0.05,SUTTON,0.041901188868488884,0.028789950337450947,0.00452670217210735,0.0010724528219711628
Both,-5%,-0.05,TOWER HAMLETS,-0.02916862680833389,0.005594185347015005,0.005909743006140666,0.013020502150269626
Both,-5%,-0.05,WALTHAM FOREST,0.02557405605119305,0.021317062303501787,0.005249143977027016,0.00041299233880180697
Both,-5%,-0.05,WANDSWORTH,-0.00439811562245961,-0.015018347639984568,0.006842261678083528,0.009275552445937056
Individuals_only,+0%,0.0,BARKING AND DAGENHAM,0.02491461006024391,0.04563967256239053,0.0,0.0
Individuals_only,+0%,0.0,BARNET,-0.008079719550247885,0.008270615270647725,0.0,0.0
Individuals_only,+0%,0.0,BEXLEY,0.016082295120068903,0.01917527141065485,0.0,0.0
